 INFO	[2015-04-28 17:12:01,432] [main] (MonServiceSvi2.java:87)
     	initialiser - Rechargement de la configuration (Svi.properties) - Variable d'environnement (PROPERTIES_FILES)

 INFO	[2015-04-28 17:16:40,854] [main] (Config.java:409)
     	repAudioRef: /opt/application/64poms/current/tmp/prompts/

 INFO	[2015-04-28 17:16:40,895] [main] (Config.java:303)
     	getFileJson -  non trouve

 INFO	[2015-04-28 17:16:49,186] [WebSocketWorker-8] (OmsService.java:86)
     	NOUVEAU CLIENT SVI: 10.115.64.193

 INFO	[2015-04-28 17:17:01,458] [WebSocketWorker-8] (OmsCall.java:142)
     	OK evt=mt1.answered "localanswer=v=0\\r\\no=- 4166715602114930654 2 IN IP4 127.0.0.1\\r\\ns=-\\r\\nt=0 0\\r\\na=msid-semantic: WMS stream_label\\r\\nm=audio 61113 RTP/SAVPF 8\\r\\nc=IN IP4 10.184.48.159\\r\\na=rtcp:63326 IN IP4 10.184.48.159\\r\\na=candidate:1725685848 1 udp 2113937151 10.184.48.159 61113 typ host generation 0\\r\\na=candidate:1725685848 2 udp 2113937150 10.184.48.159 63326 typ host generation 0\\r\\na=candidate:676863144 1 tcp 1509957375 10.184.48.159 53986 typ host generation 0\\r\\na=candidate:676863144 2 tcp 1509957374 10.184.48.159 51898 typ host generation 0\\r\\na=ice-ufrag:tnzj8g0J124ndBwh\\r\\na=ice-pwd:y2PR3SnhrXoKl6wFqHm3zT7x\\r\\na=fingerprint:sha-1 22:A1:AF:EE:67:43:2E:9F:C0:F5:EE:92:AE:A5:39:86:87:4F:62:3A\\r\\na=setup:active\\r\\na=mid:audio\\r\\na=sendrecv\\r\\na=rtpmap:8 PCMA/8000\\r\\na=ssrc:2138097919 cname:sYQi9vqOvE+e3Bkg\\r\\na=ssrc:2138097919 msid:stream_label audio_label\\r\\na=ssrc:2138097919 mslabel:stream_label\\r\\na=ssrc:2138097919 label:audio_label\\r\\n"

 INFO	[2015-04-28 17:17:01,761] [WebSocketWorker-8] (MonServiceSvi2.java:153)
     	actionNavigation: 2

 INFO	[2015-04-28 17:17:01,762] [WebSocketWorker-8] (MonServiceSvi2.java:162)
     	prompt: /opt/application/64poms/current/tmp/prompts/INFO_Bienvenue_FR.a8k

 INFO	[2015-04-28 17:17:03,863] [WebSocketWorker-8] (MonServiceSvi2.java:167)
     	actionNavigation: 3

 INFO	[2015-04-28 17:17:03,864] [WebSocketWorker-8] (MonServiceSvi2.java:172)
     	prompt: /opt/application/64poms/current/tmp/prompts/MENU_723_Langue_FR.a8k

 INFO	[2015-04-28 17:17:10,342] [WebSocketWorker-8] (MonServiceSvi2.java:153)
     	actionNavigation: 3

 INFO	[2015-04-28 17:17:10,343] [WebSocketWorker-8] (MonServiceSvi2.java:180)
     	prompt: /opt/application/64poms/current/tmp/prompts/MENU_723_Principal_FR_L.a8k

ERROR	[2015-04-28 17:17:27,614] [WebSocketWorker-8] (NavigationManager.java:382)
     	calculerActionNavigation - client (1) service (723) pas de navigation

 INFO	[2015-04-28 17:17:27,614] [WebSocketWorker-8] (MonServiceSvi2.java:153)
     	actionNavigation: 1

ERROR	[2015-04-28 17:17:27,614] [WebSocketWorker-8] (NavigationManager.java:382)
     	calculerActionNavigation - client (1) service (723) pas de navigation

 INFO	[2015-04-28 17:17:27,618] [WebSocketWorker-8] (MonServiceSvi2.java:197)
     	actionNavigation: 1

 INFO	[2015-04-28 17:23:06,506] [main] (MonServiceSvi2.java:87)
     	Service  started on port: 8887

 INFO	[2015-04-28 17:23:06,532] [main] (Config.java:514)
     	initialiser - Rechargement de la configuration (Svi.properties) - Variable d'environnement (PROPERTIES_FILES)

DEBUG	[2015-04-28 17:23:06,534] [main] (Config.java:489)
     	chargerProperties - Entree

DEBUG	[2015-04-28 17:23:06,542] [main] (ConnexionManager.java:155)
     	initialiser - Entree

DEBUG	[2015-04-28 17:23:06,547] [main] (ConfigGuide.java:46)
     	setInitialise - Entree - Relecture des prompts

DEBUG	[2015-04-28 17:23:06,547] [main] (ConfigGuide.java:58)
     	getInstance - initialisation du singleton

DEBUG	[2015-04-28 17:23:06,548] [main] (ConfigGuide.java:152)
     	initialiserRepPrompt - Entree

 INFO	[2015-04-28 17:23:06,551] [main] (Config.java:409)
     	repAudioRef: /opt/application/64poms/current/tmp/prompts/

DEBUG	[2015-04-28 17:23:06,557] [main] (ConfigGuide.java:176)
     	initialiserRepPrompt - Repertoire reference = /opt/application/64poms/current/tmp/prompts/ Repertoire Actif = /opt/application/64poms/current/tmp/copy_prompts//

DEBUG	[2015-04-28 17:23:06,557] [main] (ConfigGuide.java:179)
     	initialiserRepPrompt - copie des fichiers audio de : /opt/application/64poms/current/tmp/prompts/ vers : /opt/application/64poms/current/tmp/copy_prompts//

DEBUG	[2015-04-28 17:23:06,571] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_SouscriptionCout_UK.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_SouscriptionCout_UK.wav

DEBUG	[2015-04-28 17:23:06,574] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_Navigation_FR.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_Navigation_FR.wav

DEBUG	[2015-04-28 17:23:06,574] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_Cout_FR.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_Cout_FR.wav

DEBUG	[2015-04-28 17:23:06,575] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_723_Langue_FR.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_723_Langue_FR.a8k

DEBUG	[2015-04-28 17:23:06,576] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_PresentationProduit1_UK.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_PresentationProduit1_UK.a8k

DEBUG	[2015-04-28 17:23:06,576] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_723_Principal_FR_L.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_723_Principal_FR_L.a8k

DEBUG	[2015-04-28 17:23:06,577] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_SouscriptionCout_UK.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_SouscriptionCout_UK.a8k

DEBUG	[2015-04-28 17:23:06,577] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_PresentationProduit2_FR.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_PresentationProduit2_FR.wav

DEBUG	[2015-04-28 17:23:06,577] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_723_Principal_UK_L.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_723_Principal_UK_L.wav

DEBUG	[2015-04-28 17:23:06,582] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_723_Principal_FR_L.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_723_Principal_FR_L.wav

DEBUG	[2015-04-28 17:23:06,583] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_SouscriptionCout_FR.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_SouscriptionCout_FR.wav

DEBUG	[2015-04-28 17:23:06,584] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_PresentationProduit1_UK.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_PresentationProduit1_UK.wav

DEBUG	[2015-04-28 17:23:06,587] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_PresentationProduit3_FR.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_PresentationProduit3_FR.a8k

DEBUG	[2015-04-28 17:23:06,587] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_Navigation_UK.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_Navigation_UK.wav

DEBUG	[2015-04-28 17:23:06,588] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_Cout_UK.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_Cout_UK.wav

DEBUG	[2015-04-28 17:23:06,591] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_PresentationProduit4_FR.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_PresentationProduit4_FR.wav

DEBUG	[2015-04-28 17:23:06,592] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_723_Langue_UK.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_723_Langue_UK.a8k

DEBUG	[2015-04-28 17:23:06,596] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_723_Produit_FR_L.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_723_Produit_FR_L.a8k

DEBUG	[2015-04-28 17:23:06,600] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_CoutProduit1_UK.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_CoutProduit1_UK.wav

DEBUG	[2015-04-28 17:23:06,605] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_CoutProduit3_FR.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_CoutProduit3_FR.wav

DEBUG	[2015-04-28 17:23:06,605] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_Souscription_FR_L.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_Souscription_FR_L.a8k

DEBUG	[2015-04-28 17:23:06,606] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_PresentationProduit1_FR.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_PresentationProduit1_FR.wav

DEBUG	[2015-04-28 17:23:06,606] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_CoutProduit1_FR.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_CoutProduit1_FR.a8k

DEBUG	[2015-04-28 17:23:06,609] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_PresentationProduit4_UK.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_PresentationProduit4_UK.a8k

DEBUG	[2015-04-28 17:23:06,609] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_Souscription_UK.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_Souscription_UK.a8k

DEBUG	[2015-04-28 17:23:06,609] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_723_Produit_FR_L.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_723_Produit_FR_L.wav

DEBUG	[2015-04-28 17:23:06,610] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_723_Langue_UK.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_723_Langue_UK.wav

DEBUG	[2015-04-28 17:23:06,610] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_CoutProduit2_UK.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_CoutProduit2_UK.wav

DEBUG	[2015-04-28 17:23:06,611] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_PresentationProduit3_UK.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_PresentationProduit3_UK.wav

DEBUG	[2015-04-28 17:23:06,614] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_Navigation_FR.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_Navigation_FR.a8k

DEBUG	[2015-04-28 17:23:06,615] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_CoutProduit4_UK.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_CoutProduit4_UK.a8k

DEBUG	[2015-04-28 17:23:06,615] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_Cout_UK.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_Cout_UK.a8k

DEBUG	[2015-04-28 17:23:06,615] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_CoutProduit3_UK.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_CoutProduit3_UK.a8k

DEBUG	[2015-04-28 17:23:06,616] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_CoutProduit2_FR.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_CoutProduit2_FR.wav

DEBUG	[2015-04-28 17:23:06,616] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_CoutProduit4_FR.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_CoutProduit4_FR.a8k

DEBUG	[2015-04-28 17:23:06,616] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_CoutProduit2_UK.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_CoutProduit2_UK.a8k

DEBUG	[2015-04-28 17:23:06,616] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_723_Langue_FR.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_723_Langue_FR.wav

DEBUG	[2015-04-28 17:23:06,617] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_CoutProduit3_FR.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_CoutProduit3_FR.a8k

DEBUG	[2015-04-28 17:23:06,617] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_Bienvenue_FR.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_Bienvenue_FR.a8k

DEBUG	[2015-04-28 17:23:06,617] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_CoutProduit4_FR.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_CoutProduit4_FR.wav

DEBUG	[2015-04-28 17:23:06,617] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_Cout_FR.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_Cout_FR.a8k

DEBUG	[2015-04-28 17:23:06,618] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_SouscriptionProduit1_FR.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_SouscriptionProduit1_FR.wav

DEBUG	[2015-04-28 17:23:06,618] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_PresentationProduit4_FR.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_PresentationProduit4_FR.a8k

DEBUG	[2015-04-28 17:23:06,619] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_CoutProduit1_UK.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_CoutProduit1_UK.a8k

DEBUG	[2015-04-28 17:23:06,619] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_723_Principal_UK_L.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_723_Principal_UK_L.a8k

DEBUG	[2015-04-28 17:23:06,620] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_723_Produit_UK.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_723_Produit_UK.a8k

DEBUG	[2015-04-28 17:23:06,620] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_SouscriptionCout_FR.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_SouscriptionCout_FR.a8k

DEBUG	[2015-04-28 17:23:06,620] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_CoutProduit3_UK.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_CoutProduit3_UK.wav

DEBUG	[2015-04-28 17:23:06,620] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_SouscriptionProduit1_UK.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_SouscriptionProduit1_UK.a8k

DEBUG	[2015-04-28 17:23:06,621] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_Souscription_FR_L.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_Souscription_FR_L.wav

DEBUG	[2015-04-28 17:23:06,622] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_Souscription_UK.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_Souscription_UK.wav

DEBUG	[2015-04-28 17:23:06,622] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/wavToa8k.sh ficOut = /opt/application/64poms/current/tmp/copy_prompts//wavToa8k.sh

DEBUG	[2015-04-28 17:23:06,622] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_SouscriptionProduit1_UK.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_SouscriptionProduit1_UK.wav

DEBUG	[2015-04-28 17:23:06,623] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_SouscriptionProduit1_FR.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_SouscriptionProduit1_FR.a8k

DEBUG	[2015-04-28 17:23:06,623] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/MENU_723_Produit_UK.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//MENU_723_Produit_UK.wav

DEBUG	[2015-04-28 17:23:06,623] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_PresentationProduit1_FR.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_PresentationProduit1_FR.a8k

DEBUG	[2015-04-28 17:23:06,624] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_PresentationProduit3_UK.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_PresentationProduit3_UK.a8k

DEBUG	[2015-04-28 17:23:06,624] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_Navigation_UK.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_Navigation_UK.a8k

DEBUG	[2015-04-28 17:23:06,625] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_PresentationProduit2_UK.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_PresentationProduit2_UK.a8k

DEBUG	[2015-04-28 17:23:06,625] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_PresentationProduit4_UK.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_PresentationProduit4_UK.wav

DEBUG	[2015-04-28 17:23:06,625] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_PresentationProduit3_FR.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_PresentationProduit3_FR.wav

DEBUG	[2015-04-28 17:23:06,626] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_PresentationProduit2_FR.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_PresentationProduit2_FR.a8k

DEBUG	[2015-04-28 17:23:06,626] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_CoutProduit2_FR.a8k ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_CoutProduit2_FR.a8k

DEBUG	[2015-04-28 17:23:06,626] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_CoutProduit1_FR.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_CoutProduit1_FR.wav

DEBUG	[2015-04-28 17:23:06,626] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_PresentationProduit2_UK.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_PresentationProduit2_UK.wav

DEBUG	[2015-04-28 17:23:06,626] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_Bienvenue_FR.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_Bienvenue_FR.wav

DEBUG	[2015-04-28 17:23:06,627] [main] (Util.java:309)
     	copier - entree ficIn = /opt/application/64poms/current/tmp/prompts/INFO_723_CoutProduit4_UK.wav ficOut = /opt/application/64poms/current/tmp/copy_prompts//INFO_723_CoutProduit4_UK.wav

DEBUG	[2015-04-28 17:23:06,627] [main] (ConfigGuide.java:195)
     	initialiserRepPrompt - OK

DEBUG	[2015-04-28 17:23:06,635] [main] (NavigationManager.java:61)
     	getInstance - Entree 

DEBUG	[2015-04-28 17:23:06,635] [main] (NavigationManager.java:217)
     	initialiser - lecture navigation

 INFO	[2015-04-28 17:23:06,636] [main] (Config.java:303)
     	getFileJson -  non trouve

DEBUG	[2015-04-28 17:23:06,643] [main] (NavigationManager.java:124)
     	initialiserNavigationService - charger navigation de (bienvenue)

DEBUG	[2015-04-28 17:23:06,643] [main] (NavigationManager.java:301)
     	 chargerNavigation - Entree (bienvenue) service (723)

DEBUG	[2015-04-28 17:23:06,644] [main] (Info.java:38)
     	initialiserItem - Entree pour (bienvenue)

DEBUG	[2015-04-28 17:23:06,644] [main] (Navigation.java:200)
     	orange.olps.svi.navigation.Info:: initialiserItem - Entree pour (bienvenue)

DEBUG	[2015-04-28 17:23:06,644] [main] (Navigation.java:208)
     	orange.olps.svi.navigation.Info:: initialiserItem - prompt pour (723/bienvenue) (INFO_Bienvenue)

DEBUG	[2015-04-28 17:23:06,651] [main] (Navigation.java:397)
     	orange.olps.svi.navigation.Info:: verifierPrompt pour (bienvenue) rep audio (/opt/application/64poms/current/tmp/copy_prompts//)

DEBUG	[2015-04-28 17:23:06,653] [main] (NavigationManager.java:326)
     	 chargerNavigation - dtmf (suivant) pour (bienvenue)

DEBUG	[2015-04-28 17:23:06,653] [main] (Navigation.java:337)
     	orange.olps.svi.navigation.Info:: getAction - Entree (bienvenue/suivant)

DEBUG	[2015-04-28 17:23:06,654] [main] (Navigation.java:339)
